0,0,0,0,0,0
1361556,1344996,1197036,1532556,948276,1764756
1295414,1079874,1033794,1340874,1606574,847814
1172199,299109,1730109,760989,1063839,111279
275637,852166,1236886,361606,1759197,1463997
385973,365211,486171,1673091,1525853,642173
