1,1,1,1,1,1
3*a^5 + 5*a^4 + 2*a^3 + 8*a^2 + 8*a,3*a^5 + 7*a^4 + 6*a^3 + 5*a^2 + 9*a + 7,5*a^5 + 6*a^4 + 2*a^3 + 9*a^2 + 10*a + 1,5*a^5 + 10*a^4 + 5*a^3 + a^2 + 9*a + 3,9*a^5 + 4*a^4 + 2*a^3 + 6*a^2 + a + 5,9*a^5 + 7*a^4 + 6*a^3 + 6*a^2 + 10*a + 5
5*a^5 + 9*a^4 + 8*a^3 + 9*a^2 + 8*a + 3,10*a^5 + 8*a^4 + 5*a^3 + 3*a^2 + 9*a + 3,6*a^5 + 2*a^4 + 7*a^3 + 6*a^2 + 4*a + 6,3*a^5 + 5*a^4 + 7*a^3 + 7*a^2 + 6,8*a^4 + 8*a^3 + 5*a + 1,10*a^5 + 7*a^4 + 10*a^3 + 10*a^2 + 10*a + 9
9*a^5 + 3*a^4 + a^3 + 4*a^2 + 8*a + 2,4*a^5 + 4*a^4 + 9*a^3 + 3*a^2 + 8,a^5 + 6*a^4 + 3*a^3 + 10*a^2 + 1,9*a^4 + 4*a^3 + 8*a^2 + 4*a + 10,4*a^4 + 3*a^3 + 8*a^2 + 8*a + 10,6*a^5 + 6*a^4 + 7*a^2 + 7*a + 2
10*a^5 + 6*a^4 + 9*a^3 + 8*a^2 + 3*a + 3,2*a^5 + 10*a^3 + 7*a^2 + 6*a + 2,7*a^5 + 6*a^4 + 7*a^3 + 6*a^2 + 9*a + 4,10*a^5 + 9*a^4 + 2*a^3 + 3*a^2 + 9*a + 9,9*a^5 + a^4 + 8*a^3 + 3*a^2 + 8*a + 8,9*a^5 + 7*a^4 + a^2 + 7*a + 7
8*a^5 + 8*a^4 + 6*a^3 + 4*a^2 + 5*a,2*a^4 + 8*a^2 + 4*a + 9,3*a^5 + 7*a^4 + 5*a^3 + 6*a^2 + 4,10*a^5 + 3*a^4 + 8*a^3 + a^2 + 2*a + 3,a^5 + 2*a^3 + 4*a^2 + 2*a + 4,7*a^5 + 8*a^3 + 2*a^2 + 8*a
